Q001,Q002,Q006,Q025,Q027,NU_NOTA_MT
E,F,C,B,A,394.6
F,E,F,B,B,441.8
C,B,C,A,A,371.8
C,E,C,B,A,486.5
F,F,F,B,E,612.4
A,C,E,B,A,486.9
E,E,C,A,E,606.1
E,B,F,B,A,451.7
A,D,B,A,A,521.2
D,F,N,B,D,640.2
E,B,C,B,A,593.1
E,E,I,B,D,463.1
E,E,H,B,A,589.7
G,F,I,B,A,619.5
E,E,C,B,A,413.3
E,E,F,B,A,489.3
F,G,O,B,D,644.8
G,F,Q,B,D,501.8
G,F,Q,B,D,649.5
C,E,J,B,B,628.7
E,E,B,A,A,534.6
E,C,C,B,A,701
E,E,G,B,A,561.6
D,D,D,B,A,492.8
D,F,B,A,A,444
B,B,C,A,A,483.1
D,E,J,B,D,580.9
F,F,G,B,C,544.4
F,E,D,B,E,664.3
E,G,O,B,A,491.6
F,E,C,B,D,423.5
A,D,E,B,A,509.5
E,E,F,A,A,714.2
F,F,H,B,D,847.2
F,F,F,B,A,628.1
A,B,D,A,A,600.3
E,F,B,B,A,495.9
F,G,E,B,A,536.9
B,D,E,B,B,476.5
F,G,C,B,A,561.7
E,E,G,B,A,458.8
B,E,C,B,A,446
F,D,E,B,A,492.5
F,F,J,B,B,513.1
F,E,M,B,D,692.8
C,C,E,B,A,564.3
B,B,C,B,A,675.7
E,D,E,B,A,472.1
B,B,F,B,A,521.4
D,F,E,A,A,503
F,F,N,B,D,451.4
G,G,H,B,B,777.1
E,E,C,B,B,590.8
D,F,G,B,D,423.7
C,F,H,B,A,638.8
C,E,E,B,A,395
B,B,D,B,A,400.4
E,E,F,B,A,638.6
E,F,H,B,E,391.4
C,B,E,B,B,495.2
G,F,I,B,D,746.1
E,E,G,B,D,639
E,E,F,B,E,478.6
F,F,F,B,A,494.2
E,D,G,B,D,608.7
B,E,E,B,A,513.9
C,E,D,B,A,581.9
F,G,H,B,B,539
E,E,C,B,A,424.6
E,D,C,B,A,504.5
F,E,I,B,D,743.7
D,G,I,B,D,623.2
E,G,N,B,D,528.7
D,E,E,B,A,520.2
B,B,C,B,A,545.4
B,B,D,B,A,527.2
G,E,M,B,D,778.1
B,F,I,B,D,639.3
E,E,H,B,D,630.6
G,G,K,B,B,532.2
F,E,D,B,A,577.6
E,E,C,B,B,713.1
D,C,C,B,A,523.3
E,G,O,B,D,681.7
D,C,M,B,A,472.5
B,B,C,B,A,469.6
G,F,Q,B,B,607.4
E,E,D,B,B,600.1
E,E,M,B,D,681.9
G,G,O,B,D,579.5
G,G,O,B,D,534.5
E,F,E,B,A,587.1
E,E,C,B,A,453.7
F,E,J,B,B,482.7
G,E,M,B,D,481.1
C,B,D,B,A,552.4
F,F,P,B,D,649.5
D,E,G,B,A,633.9
E,E,G,B,A,580.8
G,G,Q,B,D,546.6
E,E,H,B,A,535.8
E,E,G,B,A,447
C,C,O,B,D,751.5
C,D,D,B,D,751
E,E,G,B,D,692.6
E,E,B,B,A,447.2
B,D,C,B,D,553.1
G,D,C,B,A,425.9
E,D,D,B,A,512
D,E,D,B,A,459.7
C,C,C,B,A,471
A,A,C,B,A,604.6
E,D,D,B,A,383.8
F,F,G,B,E,420.1
E,F,I,B,D,682.1
B,D,C,A,A,495.2
D,D,F,B,A,695.2
E,E,H,B,B,460.7
C,E,C,B,A,584.3
F,G,O,B,D,811.4
E,E,N,B,D,678.9
G,G,J,B,D,675.9
B,D,C,A,A,476.7
E,E,I,B,A,614.9
E,E,H,B,A,541.4
F,F,H,B,A,665.5
E,E,C,B,A,449.8
G,G,Q,B,D,742.4
C,D,E,B,A,527.5
D,D,B,B,A,637
D,D,D,B,A,465.3
E,G,O,B,D,679.5
C,E,G,B,A,392.6
D,E,F,B,A,510.3
E,F,D,B,A,727.5
E,G,Q,B,D,762
F,E,H,B,B,474
D,E,I,A,D,573.9
F,F,G,B,D,627.9
E,E,B,B,A,523.4
E,E,C,B,D,457.9
C,F,M,B,B,393.3
E,E,D,B,A,531.4
E,F,H,B,D,465.9
C,D,C,A,A,595.9
E,E,F,B,B,498.2
F,F,H,B,D,624.3
D,E,E,B,E,559.5
A,A,C,B,A,433.5
C,E,G,B,E,651.4
C,E,C,B,A,618.2
E,F,D,B,A,498.8
B,D,C,B,A,498
D,E,D,B,A,501
D,F,D,B,A,421.9
F,E,P,B,D,647.2
E,E,D,B,B,514.3
G,G,Q,B,D,489.5
E,D,C,B,A,514.7
B,B,C,A,A,485.8
D,A,G,B,B,607.2
E,E,C,B,A,484.2
E,E,M,B,D,631.9
B,E,E,B,A,444.2
C,C,C,B,C,557.4
E,E,G,B,A,624.1
E,E,F,B,A,494.9
G,F,H,B,D,717.4
E,F,I,B,D,515.9
D,F,C,B,B,605.8
C,E,I,B,A,520.7
B,B,D,A,A,584
G,F,Q,B,D,617.1
D,E,I,B,C,443
E,C,D,B,A,481.6
C,D,D,B,B,599.1
B,C,H,B,A,393.1
F,E,B,B,D,510.1
C,E,D,B,B,498.4
E,E,G,B,D,515.2
C,E,D,B,A,448.8
E,E,E,B,D,471.5
C,E,D,B,A,696.7
D,E,I,B,A,558
E,E,I,B,B,483.3
C,E,F,B,A,0
B,E,E,B,A,503.8
G,G,Q,B,D,739.6
E,E,I,B,B,510.1
E,E,E,B,A,623.4
C,D,G,B,A,448.7
E,F,N,B,D,504.7
E,E,C,B,A,456.3
E,E,G,B,A,415.9
G,G,P,B,D,733.6
E,E,B,A,A,505.4
B,D,B,B,A,437.1
G,E,G,B,D,612.5
E,E,E,B,A,485
E,F,H,B,E,503.9
E,E,C,B,B,673.5
E,F,B,A,A,420.5
F,E,G,B,D,492.8
E,E,I,B,D,612
E,F,F,B,B,593.6
D,C,B,B,B,539.4
B,B,D,A,A,499
F,F,N,B,D,717.4
E,G,G,B,D,476.1
E,D,C,B,A,412.7
E,E,D,B,A,544
E,D,E,B,B,535.6
C,D,D,B,D,683.1
G,F,H,B,B,719.6
D,E,B,B,B,493
E,D,H,B,D,421.1
E,E,I,B,E,807.2
E,E,E,B,B,660.9
D,F,D,B,A,687.9
D,E,C,B,A,537.7
E,E,D,A,A,525.4
D,D,C,B,A,570.6
E,F,O,B,D,650.8
B,C,D,A,A,432.4
D,E,B,B,A,607.5
E,E,C,B,A,504.1
B,D,D,B,A,498.7
B,C,C,B,A,413.3
F,D,H,B,A,625.3
E,E,B,B,C,616.6
E,D,D,B,A,646.6
F,E,E,B,A,502.3
G,G,G,B,A,708.8
D,C,G,B,A,601.5
E,E,B,A,A,584.5
D,E,E,B,C,537.5
A,C,G,B,A,491.8
E,E,D,A,A,465.3
C,B,B,A,A,426.1
G,E,C,A,A,458.1
C,E,D,A,B,552.6
B,E,C,B,A,555.6
E,E,D,A,A,565.3
D,F,C,B,B,705.7
E,B,I,B,A,472.6
E,E,L,B,A,574
D,F,H,B,D,667.9
E,C,B,B,A,450.8
C,E,J,B,A,469.9
D,E,G,B,A,602.3
F,F,O,B,D,456.9
E,E,D,B,A,536.7
G,G,J,B,E,538.6
E,E,F,B,D,689.7
B,D,C,B,A,658.6
F,E,C,B,A,635.4
E,D,H,B,A,445.5
D,E,E,B,B,529.2
F,F,G,B,A,592.6
B,E,B,A,A,504.9
E,F,E,A,A,450.8
C,E,G,B,A,467.6
C,D,C,A,A,518.6
C,E,B,A,A,588.7
B,D,I,B,A,535.4
D,E,E,B,B,427.2
B,C,I,B,D,707.5
E,E,C,A,A,429.7
G,F,L,B,D,790.7
D,D,B,A,A,547
D,F,F,B,A,421
F,G,P,B,D,782.8
C,C,C,B,A,406
E,C,C,B,A,577.3
E,E,P,B,D,640.7
C,E,E,B,A,552.7
D,E,D,B,A,497.2
F,E,I,B,D,700
E,E,C,B,A,458.8
D,D,C,B,B,692.6
C,C,C,B,A,599.1
D,E,E,B,A,582.2
E,F,I,B,B,510.8
E,G,K,B,D,720.9
F,C,E,B,A,415.7
G,E,N,B,D,708.3
D,E,N,B,D,683.4
E,D,H,B,A,636.6
E,E,C,B,A,547.8
E,F,M,B,D,622.7
C,E,D,B,A,638.5
E,E,I,B,E,564.4
B,B,C,B,A,476.6
B,B,C,B,A,525.7
F,F,I,B,D,678.5
B,E,E,B,A,590.1
G,G,N,B,D,524.1
E,C,C,B,A,484.7
B,B,B,B,A,423.9
F,E,I,B,D,378.6
F,D,K,B,A,530.9
E,E,B,B,A,517.6
F,F,G,B,B,487.5
B,E,I,B,A,675
C,B,C,A,A,454.5
B,E,B,B,A,386.4
F,F,K,B,B,585
D,E,D,B,A,569.9
D,C,D,B,A,482.5
C,E,G,B,A,710.4
E,E,C,B,A,667.4
C,B,E,B,A,584.4
E,G,G,B,D,827.3
C,D,F,B,A,432.3
B,E,G,B,A,507.1
E,E,E,B,A,480.9
F,E,G,B,D,481.8
E,E,G,B,A,554.6
G,G,Q,B,E,760.6
D,D,E,B,A,662.7
D,D,C,B,A,442.3
G,E,H,A,A,547.5
E,E,D,B,C,646.9
C,F,B,A,A,580.5
E,B,E,B,A,582
E,F,K,B,D,513.2
F,F,I,B,D,616
F,E,M,B,D,600.2
A,A,C,A,A,453.3
E,E,B,B,A,555.8
G,G,E,B,D,536
B,D,E,B,A,459.8
D,E,C,B,D,586.5
E,C,H,B,A,457.4
B,E,C,A,A,438.3
D,E,F,B,A,449.7
D,D,B,A,A,526.9
E,E,F,B,A,611.2
E,E,H,B,D,795.7
D,D,G,B,D,476.7
E,E,H,B,A,555.4
E,E,C,A,A,526.3
D,E,B,B,A,521
C,B,B,B,A,469.6
E,E,K,B,D,631.5
B,D,F,B,A,611.5
C,E,D,B,A,625.6
C,C,G,B,A,439.9
F,F,P,B,D,687.4
B,E,F,A,A,628.1
D,E,H,B,A,449.9
C,E,D,B,A,510.4
F,F,D,B,B,662.5
B,D,E,B,A,537.9
G,F,F,B,A,489.9
B,B,C,B,A,503.6
C,D,G,B,A,679.3
B,E,C,B,C,422.2
E,D,B,B,D,576.8
E,E,J,B,B,581.6
B,E,F,B,D,750.5
E,B,E,B,A,648.4
F,G,I,B,D,471.6
E,E,N,B,D,540.7
D,F,C,B,A,421.2
F,F,I,B,E,512.5
C,D,E,B,A,522.7
D,C,E,B,A,727.5
E,E,G,B,A,515
E,E,D,B,D,704.9
E,D,H,B,D,507.3
B,D,C,A,A,539.9
C,D,C,B,A,455.3
D,F,G,B,D,534.3
F,F,H,B,E,484.2
F,F,M,B,D,550.1
D,D,C,B,D,593
F,E,J,B,B,553.1
B,F,K,B,A,475
F,G,F,B,A,477.7
B,B,C,B,A,540.5
E,E,G,B,E,639.4
F,F,I,B,D,476.4
F,F,N,B,D,659.3
E,E,J,B,A,461.7
D,E,E,A,A,498.8
E,E,C,A,A,474.8
B,E,C,B,A,565.8
F,E,B,B,A,478.6
F,E,I,B,A,600.7
E,G,E,B,B,524
E,E,N,B,A,508.6
F,G,I,B,E,705.3
C,C,C,B,A,766.6
C,D,H,B,A,621.6
C,D,H,B,D,503.5
E,G,G,B,A,466.7
E,E,B,A,A,547.6
E,E,H,B,A,571.3
C,E,C,B,A,482.9
C,E,D,B,A,527.2
F,E,I,B,B,524.2
F,E,G,B,D,442.6
F,E,G,B,C,446.6
D,E,B,B,A,389.8
C,D,D,B,A,678.2
F,G,N,B,D,697.1
C,E,C,A,A,440.6
A,D,B,A,A,499.8
C,F,G,B,A,468.1
G,E,K,B,A,425.7
D,D,B,B,A,396.1
C,E,C,B,A,442
C,G,E,B,A,499.8
D,E,G,B,A,718.6
C,E,C,B,A,663.9
B,E,C,B,A,432.3
F,E,E,B,A,443.3
F,E,C,B,A,526.9
B,F,E,B,A,426.8
B,B,C,B,A,425.6
F,G,G,A,A,519.9
B,D,C,B,A,602.8
E,E,D,B,A,496.7
G,G,P,B,D,740.5
E,E,G,B,C,624
E,E,J,B,A,533.9
G,F,Q,B,D,717.7
C,E,E,B,A,457.9
E,E,G,B,A,611.8
E,F,F,B,E,591.2
F,F,G,B,B,622.5
C,C,C,B,A,405.1
C,E,D,B,B,497
D,E,C,A,C,455.9
E,E,E,B,A,373.2
C,E,D,B,B,443.8
C,E,D,B,D,517.4
F,F,I,B,E,688.2
E,E,J,B,A,463
B,B,B,B,A,508.3
D,E,B,A,A,427.6
B,B,F,B,B,625.8
E,G,M,B,D,619.9
B,C,C,B,A,487.7
F,F,M,B,A,632.7
B,B,C,B,A,440.7
E,F,N,B,D,725.7
B,B,C,A,A,434.6
A,A,B,B,A,499.4
E,D,D,B,A,443.9
C,E,B,B,A,420.6
E,E,I,B,C,497.3
G,F,Q,B,D,749.4
B,D,C,A,A,492.7
D,B,C,B,A,503.1
F,F,L,B,D,644.1
E,E,H,B,D,436.5
D,E,L,B,B,426.9
F,F,Q,B,D,709.4
D,D,B,B,A,475.4
C,E,E,B,A,460
A,A,B,A,A,476.8
E,F,I,B,C,621.5
D,D,D,A,A,551.4
B,C,G,B,A,541.7
E,E,C,B,A,552.4
E,E,F,B,A,630.9
E,E,C,B,A,401.9
D,E,D,B,A,410.7
A,B,C,B,A,476
D,D,C,B,A,493.6
E,G,I,B,C,386.6
E,E,D,B,A,479.5
F,G,C,B,A,491.7
D,C,E,B,A,540.9
E,E,G,B,A,474.7
F,G,Q,B,D,724
B,D,E,B,A,460.6
G,G,I,B,D,415.3
C,F,K,B,D,573.2
E,D,D,B,B,403.3
E,E,G,B,A,591.1
D,E,D,B,A,491.4
E,E,C,B,A,436.3
F,G,Q,B,D,797.4
F,F,H,B,A,580.4
E,E,D,B,A,440.2
F,F,H,B,D,722.4
F,D,H,B,B,620.5
E,F,H,B,E,550.8
E,D,C,B,A,568.3
B,B,D,B,A,484
E,F,J,B,E,552.7
C,E,E,B,A,503.3
E,E,G,B,A,421.4
E,F,I,B,D,783.3
C,C,D,B,A,593.4
B,D,C,B,A,451.6
E,C,C,B,A,486.8
E,E,C,B,A,475.7
B,D,E,B,A,498.6
F,E,D,B,D,480
F,D,N,B,D,501.6
B,C,D,A,A,550.4
D,F,F,B,A,581
F,E,Q,B,D,571.7
E,G,N,B,D,716.9
F,G,L,B,D,536.8
C,D,H,B,B,535.6
B,G,D,B,B,635.7
B,C,I,B,A,566.1
E,F,C,A,B,669
A,A,C,A,A,559.9
E,E,D,B,A,633.8
F,F,O,B,D,485.6
E,C,H,B,A,529.3
E,C,C,B,A,392.6
F,E,E,B,A,559.5
D,E,C,A,A,589.4
F,F,D,B,A,454
E,E,G,B,D,506.7
C,E,E,B,A,544.1
C,C,D,B,A,617.6
F,E,O,B,D,656.4
C,C,C,B,D,632.5
E,E,B,B,B,638.5
G,E,N,B,A,495.9
C,E,E,B,A,470.8
B,D,C,B,A,578.6
E,E,J,B,A,702.8
B,B,B,A,A,386.4
B,D,E,B,A,609.4
G,F,K,B,E,503.8
F,F,P,B,D,581.3
G,G,G,A,D,542.8
F,E,H,B,D,599.2
F,E,D,B,E,510.6
E,E,D,A,A,428.9
E,G,G,B,B,589.4
E,D,C,B,D,638.5
E,F,L,B,E,851.3
D,D,D,B,A,409.7
E,F,J,B,D,767.1
E,E,D,B,A,552.3
D,F,I,B,D,526.1
E,F,H,B,B,689.2
C,C,D,B,A,506.5
E,E,H,B,D,470.5
D,D,B,A,A,541.7
G,F,L,B,D,783
G,F,P,B,B,540.6
D,D,B,A,A,544.8
D,E,L,B,D,690.7
F,G,Q,B,D,611.8
E,F,I,B,D,458.8
C,D,E,B,A,522.8
E,E,G,B,A,481.7
F,F,P,B,D,774.6
B,E,B,A,A,377.2
C,C,D,B,A,496.3
E,E,M,B,A,641.9
E,C,B,B,A,449.4
E,F,E,A,B,519.2
E,E,E,A,A,417.4
B,E,C,B,A,510
E,G,Q,B,D,735
F,F,L,B,D,436.6
D,D,E,B,A,653.1
D,E,C,A,A,482.8
C,C,H,A,A,523.8
E,E,E,B,A,478.1
C,E,C,B,A,674.3
D,E,M,B,E,662.6
C,C,C,B,A,466.7
E,E,H,B,E,726.8
E,D,I,B,A,611.5
F,G,G,B,D,719.4
C,E,B,B,A,545.3
B,B,C,B,B,461.9
E,F,E,B,A,496.2
F,F,J,B,D,620.6
E,C,C,B,A,430.4
F,E,J,B,D,548
E,B,G,B,A,639.9
E,C,C,B,A,462.2
E,D,C,B,A,455.2
F,F,N,B,A,588.1
C,C,D,B,A,475
E,E,D,B,B,642.7
C,E,I,B,B,635.2
F,G,M,B,D,746.6
E,E,D,B,B,535
G,E,F,B,A,535.2
D,D,G,B,A,508.7
B,D,E,B,A,621.6
E,E,F,B,D,525.2
E,F,I,B,D,520.3
G,G,N,B,D,676.8
D,C,C,A,A,425.3
F,G,Q,B,E,738.8
E,E,C,B,A,651.3
E,E,C,A,A,616
E,F,M,B,D,442.6
E,E,D,B,C,455.5
D,D,C,B,A,453.7
E,C,B,A,A,512.3
E,E,B,A,B,658.3
C,F,E,B,B,561.7
D,A,C,B,A,556.6
G,G,P,B,E,577.5
E,E,C,B,A,487.7
E,F,F,B,A,464.1
D,E,C,A,A,561.3
C,F,D,B,A,572.3
A,B,C,B,A,551.5
E,E,F,B,E,449.8
E,D,C,B,A,433.8
D,B,D,B,A,556.2
B,E,G,B,A,518.7
E,F,C,A,B,411.3
B,E,D,B,A,538.9
B,B,C,B,A,511.1
B,E,C,B,A,512.4
G,G,Q,B,D,746.8
B,E,D,B,A,515.9
F,F,J,B,D,576.4
G,F,P,B,D,736.4
D,C,C,B,A,536.4
F,G,H,B,D,664.4
E,B,C,A,A,497.5
G,D,G,B,D,585.8
E,C,J,B,A,594.4
D,E,G,B,A,445.2
D,E,D,B,A,522.7
E,E,D,B,A,471.1
G,G,Q,B,D,734.6
E,D,B,B,A,560.1
C,E,D,B,A,412.1
C,D,C,B,A,498.3
D,B,C,B,A,417.1
C,E,C,B,A,484.7
F,G,F,B,A,570.2
C,E,D,B,A,448.6
F,F,E,B,A,432.5
B,E,D,B,A,515.7
D,E,E,B,A,471.4
E,D,D,B,A,575.6
C,C,B,A,A,405.1
E,E,F,B,B,510
E,E,D,B,B,680
G,E,J,B,A,475.3
F,F,C,B,A,429
F,E,D,B,A,430.3
G,E,J,B,D,601.9
F,E,I,B,D,569.4
G,E,H,B,D,578.6
D,F,B,B,A,510.5
D,C,D,B,A,719.8
F,F,K,A,B,521.7
E,E,C,B,A,484.2
F,E,K,B,A,513
C,E,I,B,D,692.2
B,B,D,B,A,520
D,F,I,B,D,420.4
C,B,I,B,A,509.6
F,F,O,B,D,873.3
B,D,E,B,A,578.6
E,E,D,B,A,522.1
E,E,C,B,E,479.9
C,F,D,B,A,457.1
E,E,C,B,A,473.1
E,E,G,B,A,493.6
F,D,P,B,B,618.5
D,D,H,B,A,385.7
C,E,I,B,B,599.9
G,E,H,B,D,695
C,C,B,B,A,568.2
B,D,I,B,A,560.3
E,D,H,B,A,412.7
F,F,G,B,D,668.3
B,E,H,B,A,462
F,E,H,B,B,685
E,E,E,B,B,534
G,F,P,B,D,576.6
B,B,C,B,A,472.6
C,E,D,A,A,494.4
F,C,K,B,D,748.3
D,C,C,B,A,414.6
D,D,F,B,A,504.8
B,B,B,B,A,554
E,G,O,B,D,556.4
E,E,C,B,A,545.1
E,D,C,B,A,424
F,F,I,B,D,772
B,D,H,B,A,465.3
E,B,D,B,B,425.7
F,E,D,B,A,537.6
D,D,H,B,A,390.3
E,F,J,B,D,753.1
F,E,N,B,D,806.9
E,E,E,B,A,490.6
B,E,B,B,A,424.9
E,E,I,B,A,506.3
C,C,E,B,A,693.2
D,C,E,B,A,591.6
E,D,H,B,A,586.9
B,E,C,A,A,516
D,C,C,A,A,549.9
F,F,P,B,D,481
B,F,G,B,A,507.5
E,E,F,B,D,715.4
E,E,D,B,A,576.2
F,F,H,B,D,484.4
C,C,D,B,A,427.3
E,E,C,B,A,459.4
B,E,C,A,A,467.9
B,B,C,B,A,549.9
B,C,B,A,A,472.6
E,A,B,B,C,466.8
D,D,B,A,A,470.3
B,E,C,B,A,467.8
F,F,O,B,D,584.4
F,G,Q,B,D,522.9
D,E,G,B,D,467.7
E,F,G,B,D,690.9
E,E,E,B,A,515.2
C,C,C,A,A,432.4
E,G,G,B,D,764.3
C,F,F,B,A,526
E,E,E,B,A,653.4
E,D,G,B,A,489.1
E,E,C,B,A,535.8
D,D,F,B,A,465.9
E,E,C,A,C,611
E,B,C,B,A,477
D,F,I,B,B,538.8
A,B,E,B,A,541
D,E,E,B,A,697
D,D,D,B,D,496.5
D,E,E,B,D,576.9
A,E,B,A,A,466.5
B,B,B,A,A,588.3
E,E,C,B,A,609.9
F,G,L,B,D,817.3
D,D,C,B,A,521.5
C,E,F,B,D,501.2
B,B,B,B,A,423.1
E,E,C,A,A,426.6
E,E,D,B,C,578
D,E,D,B,A,419.5
B,B,B,A,A,417.8
C,D,D,B,B,599.3
E,E,G,B,D,570.4
C,C,D,B,A,701.9
E,E,C,B,A,435.3
F,F,Q,B,D,521.3
E,E,B,B,A,511.8
B,E,C,A,A,449.1
G,G,J,B,D,648.2
D,E,D,B,D,420.7
D,D,D,B,A,377
B,E,E,B,A,689.6
G,E,M,B,D,771.2
D,E,C,B,A,477.3
E,G,J,B,D,763.4
B,A,B,B,A,549.3
E,F,J,B,A,478.5
D,D,B,B,A,396.7
B,B,D,B,A,642.2
E,E,D,B,A,664.1
E,E,C,A,A,568.8
G,G,M,B,D,648.5
F,F,P,B,D,548.2
B,E,E,B,A,460.3
G,F,N,B,D,489.7
B,B,E,B,A,377.4
F,F,N,B,B,850
E,F,H,B,B,423
E,F,C,B,E,687.6
E,E,G,B,A,413.5
E,E,F,B,A,467.5
E,E,H,B,B,519.5
C,D,C,B,A,508.7
E,E,D,A,A,453.4
E,D,F,B,A,698.2
D,F,F,B,A,539.3
C,C,C,A,A,546
B,E,C,B,A,398.9
C,D,B,B,A,586.7
B,B,C,B,A,413.9
F,F,P,B,D,660.4
B,E,C,B,A,468.8
E,E,G,B,A,567.4
E,F,J,B,B,698.1
E,D,E,A,A,375.4
F,E,E,B,B,670.9
D,D,D,A,A,744.3
E,F,D,B,A,597.3
B,B,B,B,A,398.7
E,D,C,B,A,443.7
B,E,D,B,A,555.4
E,E,C,B,A,577.2
D,D,D,A,A,492.1
B,E,C,B,A,500.6
E,B,C,B,A,402.9
D,B,I,B,A,601.4
B,G,F,B,C,432.4
F,E,B,B,A,424.9
B,F,D,B,A,644.1
B,D,C,B,A,558.6
E,D,G,B,E,549.5
E,E,G,B,A,526.8
C,C,B,A,A,512.2
E,F,N,B,D,503
B,E,B,B,A,483
F,F,C,B,C,622.8
B,D,F,B,D,660.6
F,F,D,B,D,523.5
E,D,C,B,A,527.8
E,F,D,B,C,567.7
C,B,F,B,A,491.1
C,E,G,B,A,487.9
B,F,F,B,A,531.4
E,E,H,B,A,486.4
E,E,C,B,D,511.8
F,F,L,B,D,523.8
E,F,H,B,A,530.6
F,F,E,B,A,490
B,D,D,B,A,640.7
B,C,C,B,A,610.9
E,D,E,B,A,674.2
E,E,E,B,B,660.2
F,D,D,B,A,583.4
E,E,H,B,D,551.7
B,G,E,B,D,502.6
D,E,C,B,A,487.7
B,E,C,B,A,478.5
E,F,K,B,D,589.1
D,E,C,B,A,552
G,G,P,B,D,439.9
F,G,J,B,E,614.9
F,F,J,B,D,723.5
C,C,C,B,A,404.7
E,E,C,B,A,385.9
E,E,H,B,A,485.8
B,C,C,B,A,461.6
F,E,J,B,A,515.5
G,G,O,B,E,624.1
C,E,D,B,A,425.1
E,E,D,B,A,469.4
E,D,E,B,A,535.5
E,E,D,A,A,573.1
C,C,G,B,A,477.1
E,B,E,B,A,518
E,E,D,B,A,542.6
G,E,O,B,D,566.5
C,E,E,B,A,590.8
E,E,D,B,C,640.8
F,F,L,B,D,773.8
D,D,C,B,C,728
E,E,C,B,A,649.3
C,B,G,B,B,499.5
E,D,C,B,A,441.5
F,D,C,A,A,554.2
G,F,G,B,A,659.5
C,F,I,B,A,673.4
G,G,E,B,C,376.9
E,F,E,B,D,477.9
B,C,C,B,A,598.1
F,E,C,A,C,529.4
E,E,D,B,C,611.9
E,D,B,A,A,450.4
E,C,B,A,A,392.4
E,E,C,B,A,586.6
B,B,B,B,A,440.5
C,E,E,B,D,573.7
E,D,E,B,A,446.1
E,E,E,A,A,480
E,E,D,B,D,678.8
F,C,H,B,A,481.9
C,C,C,B,A,438.5
E,D,B,B,A,490.9
B,E,I,B,A,568.2
E,E,L,B,A,543.9
E,E,C,B,A,472.3
E,F,C,A,A,512.7
E,D,D,B,A,472.8
E,E,B,B,A,506.1
C,C,C,B,A,612.6
C,E,M,B,A,524.1
B,B,B,B,A,517.4
E,E,H,B,B,554.5
B,E,C,B,A,611
B,E,F,B,B,447.1
D,D,H,B,A,575.6
F,G,H,B,A,627.1
F,E,D,B,A,461.3
C,D,D,B,A,495.4
B,C,C,B,A,603.8
E,D,C,B,A,391.8
E,F,D,B,D,601.1
E,E,L,B,D,746.5
E,C,F,B,A,464.4
E,D,E,B,A,579.4
A,F,D,B,A,515.8
E,F,J,B,D,747.1
E,E,B,B,A,447.6
F,E,Q,B,D,785.3
G,G,Q,B,D,546.5
A,C,C,A,A,423.5
B,F,P,B,D,757.8
F,D,F,B,B,575.2
B,E,B,B,A,443
F,E,H,B,A,555.7
E,E,D,B,D,461.8
E,E,D,B,A,464.1
C,C,E,B,A,555.9
E,C,D,B,A,593.3
E,D,C,A,A,571.4
E,D,D,B,A,505.6
D,E,D,B,A,556.3
F,G,H,B,C,698.1
G,F,L,B,D,449
E,G,F,B,D,492.7
B,C,I,B,D,533.4
C,D,F,B,A,654.4
E,F,G,B,A,454
D,E,F,B,A,542.2
D,F,E,B,A,584.2
F,F,D,B,E,659
F,F,E,B,A,391.1
C,D,C,B,A,717
B,E,C,B,A,415.3
C,E,C,B,A,596.5
E,E,F,B,D,574.6
B,E,B,A,A,518.9
E,D,D,B,A,450.7
C,E,C,B,A,514
B,B,D,B,A,529.1
C,E,G,B,A,501.8
C,G,B,B,A,622.9
E,D,I,B,A,587.1
E,F,N,B,D,713.3
C,E,F,B,A,790.4
B,B,C,B,A,504.9
E,D,D,B,A,445.3
B,E,D,B,A,501
E,E,C,B,A,678.1
F,F,D,A,A,489.6
D,E,F,B,D,514.8
E,E,P,B,D,553.8
G,G,H,B,B,485.4
D,E,E,B,A,550.8
D,D,C,B,A,440.9
G,F,O,B,D,595.5
D,G,E,B,A,425.9
G,E,J,B,D,499.4
E,C,E,B,A,479.9
B,D,B,B,A,440.6
E,D,C,B,A,553.5
E,E,G,B,D,576.6
G,F,Q,B,D,536.3
C,D,E,B,A,566.6
E,E,H,B,A,597.8
C,D,E,B,A,526.5
C,C,D,B,A,428.8
A,E,E,B,A,487
B,E,C,B,A,451
E,E,E,B,D,633.9
C,C,B,A,A,473.9
F,E,H,B,D,490.8
B,E,C,A,A,399.8
F,G,G,A,E,589.4
F,G,H,B,D,492.3
E,E,F,B,E,474.7
D,E,D,B,A,500.4
F,F,H,B,A,570.6
G,F,K,B,D,783.4
B,D,C,B,A,492.5
C,D,C,B,A,550.5
F,E,L,B,B,653.8
F,E,G,B,A,474.9
G,G,P,B,C,502
E,E,H,B,A,628.5
F,E,H,B,D,697
D,E,D,B,A,500.4
E,E,E,B,A,385.4
E,G,H,B,A,772.2
C,E,G,B,D,387.5
B,A,E,B,A,496.8
E,E,E,A,A,486
E,E,C,B,E,809.2
E,E,B,B,A,400.3
D,D,E,B,D,559.5
C,D,H,B,A,690.2
B,E,F,B,A,522.9
D,C,C,B,A,496.2
E,E,J,B,A,585.8
F,E,G,B,D,694.4
A,A,C,B,A,455.5
E,D,B,B,A,473.5
F,E,E,B,A,520
E,E,F,A,A,636.5
D,D,C,B,A,566.6
E,F,E,B,E,477.1
F,F,E,B,D,695.8
E,E,C,B,A,602.4
D,C,D,B,A,598.8
C,C,E,B,A,495.9
